,Código IBGE,UF,MUNICiPIO,CoDIGO_NACIONAL
3446,2926400,BA,RIACHO DE SANTANA,77
3447,2926301,BA,RIACHÃO DO JACUÍPE,75
3448,2926202,BA,RIACHÃO DAS NEVES,77
3449,2926103,BA,RETIROLÂNDIA,75
3450,2926004,BA,REMANSO,74
3451,2925956,BA,RAFAEL JAMBEIRO,75
3452,2925931,BA,QUIXABEIRA,74
3453,2925907,BA,QUIJINGUE,75
3454,2925808,BA,QUEIMADAS,75
3455,2925758,BA,PRESIDENTE TANCREDO NEVES,73
3456,2925709,BA,PRESIDENTE JÂNIO QUADROS,77
3457,2925600,BA,PRESIDENTE DUTRA,74
3458,2925501,BA,PRADO,73
3459,2925402,BA,POTIRAGUÁ,73
3460,2925303,BA,PORTO SEGURO,73
3461,2925253,BA,PONTO NOVO,74
3462,2925204,BA,POJUCA,71
3463,2925105,BA,POÇÕES,77
3464,2925006,BA,PLANALTO,77
3465,2924900,BA,PLANALTINO,73
3466,2924801,BA,PIRITIBA,74
3467,2924702,BA,PIRIPÁ,77
3468,2924678,BA,PIRAÍ DO NORTE,73
3469,2924652,BA,PINTADAS,75
3470,2924603,BA,PINDOBAÇU,74
3471,2924504,BA,PINDAÍ,77
3472,2924405,BA,PILÃO ARCADO,74
3473,2924306,BA,PIATÃ,77
3474,2924207,BA,PEDRO ALEXANDRE,75
3475,2924108,BA,PEDRÃO,75
3476,2924058,BA,PÉ DE SERRA,75
3477,2924009,BA,PAULO AFONSO,75
3478,2923902,BA,PAU BRASIL,73
3479,2923803,BA,PARIPIRANGA,75
3480,2923704,BA,PARATINGA,77
3481,2923605,BA,PARAMIRIM,77
3482,2923506,BA,PALMEIRAS,75
3483,2923407,BA,PALMAS DE MONTE ALTO,77
3484,2923357,BA,OUROLÂNDIA,74
3485,2923308,BA,OURIÇANGAS,75
3486,2923209,BA,OLIVEIRA DOS BREJINHOS,77
3487,2923100,BA,OLINDINA,75
3488,2923050,BA,NOVO TRIUNFO,75
3489,2923035,BA,NOVO HORIZONTE,77
3490,2923001,BA,NOVA VIÇOSA,73
3491,2922904,BA,NOVA SOURE,75
3492,2922854,BA,NOVA REDENÇÃO,75
3493,2922805,BA,NOVA ITARANA,73
3494,2922755,BA,NOVA IBIÁ,73
3495,2922730,BA,NOVA FÁTIMA,75
3496,2922706,BA,NOVA CANAÃ,73
3497,2922656,BA,NORDESTINA,75
3498,2922607,BA,NILO PEÇANHA,73
3499,2922508,BA,NAZARÉ,75
3500,2922409,BA,MUTUÍPE,75
3501,2922300,BA,MURITIBA,75
3502,2922250,BA,MUQUÉM DE SÃO FRANCISCO,77
3503,2922201,BA,MUNIZ FERREIRA,75
3504,2922102,BA,MUNDO NOVO,74
3505,2922052,BA,MULUNGU DO MORRO,74
3506,2922003,BA,MUCURI,73
3507,2921906,BA,MUCUGÊ,75
3508,2921807,BA,MORTUGABA,77
3509,2921708,BA,MORRO DO CHAPÉU,74
3510,2921609,BA,MORPARÁ,77
3511,2921500,BA,MONTE SANTO,75
3512,2921450,BA,MIRANTE,77
3513,2921401,BA,MIRANGABA,74
3514,2921302,BA,MILAGRES,75
3515,2921203,BA,MIGUEL CALMON,74
3516,2921104,BA,MEDEIROS NETO,73
3517,2921054,BA,MATINA,77
3518,2921005,BA,MATA DE SÃO JOÃO,71
3519,2920908,BA,MASCOTE,73
3520,2920809,BA,MARCIONÍLIO SOUZA,75
3521,2920700,BA,MARAÚ,73
3522,2920601,BA,MARAGOGIPE,75
3523,2920502,BA,MARACÁS,73
3524,2920452,BA,MANSIDÃO,77
3525,2920403,BA,MANOEL VITORINO,73
3526,2920304,BA,MALHADA DE PEDRAS,77
3527,2920205,BA,MALHADA,77
3528,2920106,BA,MAIRI,74
3529,2920007,BA,MAIQUINIQUE,77
3530,2919959,BA,MAETINGA,77
3531,2919926,BA,MADRE DE DEUS,71
3532,2919900,BA,MACURURÉ,75
3533,2919801,BA,MACAÚBAS,77
3534,2919702,BA,MACARANI,77
3535,2919603,BA,MACAJUBA,74
3536,2919405,BA,LICÍNIO DE ALMEIDA,77
3537,2919306,BA,LENÇÓIS,75
3538,2919207,BA,LAURO DE FREITAS,71
3539,2919157,BA,LAPÃO,74
3540,2919108,BA,LAMARÃO,75
3541,2919058,BA,LAJEDO DO TABOCAL,73
3542,2919009,BA,LAJEDINHO,75
3543,2918902,BA,LAJEDÃO,73
3544,2918803,BA,LAJE,75
3545,2918753,BA,LAGOA REAL,77
3546,2918704,BA,LAFAIETE COUTINHO,73
3547,2918605,BA,JUSSIAPE,77
3548,2918555,BA,JUSSARI,73
3549,2918506,BA,JUSSARA,74
3550,2918456,BA,JUCURUÇU,73
3551,2918407,BA,JUAZEIRO,74
3552,2918357,BA,JOÃO DOURADO,74
3553,2918308,BA,JITAÚNA,73
3554,2918209,BA,JIQUIRIÇÁ,75
3555,2918100,BA,JEREMOABO,75
3556,2918001,BA,JEQUIÉ,73
3557,2917904,BA,JANDAÍRA,75
3558,2917805,BA,JAGUARIPE,75
3559,2917706,BA,JAGUARARI,74
3560,2917607,BA,JAGUAQUARA,73
3561,2917508,BA,JACOBINA,74
3562,2917409,BA,JACARACI,77
3563,2917359,BA,JABORANDI,77
3564,2917334,BA,IUIÚ,77
3565,2917300,BA,ITUBERÁ,73
3566,2917201,BA,ITUAÇU,77
3567,2917102,BA,ITORORÓ,73
3568,2917003,BA,ITIÚBA,74
3569,2916906,BA,ITIRUÇU,73
3570,2916856,BA,ITATIM,75
3571,2916807,BA,ITARANTIM,73
3572,2916708,BA,ITAQUARA,73
3573,2916609,BA,ITAPITANGA,73
3574,2916500,BA,ITAPICURU,75
3575,2916401,BA,ITAPETINGA,77
3576,2916302,BA,ITAPEBI,73
3577,2916203,BA,ITAPÉ,73
3578,2916104,BA,ITAPARICA,71
3579,2916005,BA,ITANHÉM,73
3580,2915908,BA,ITANAGRA,75
3581,2915809,BA,ITAMBÉ,77
3582,2915700,BA,ITAMARI,73
3583,2915601,BA,ITAMARAJU,73
3584,2915502,BA,ITAJUÍPE,73
3585,2915403,BA,ITAJU DO COLÔNIA,73
3586,2915353,BA,ITAGUAÇU DA BAHIA,74
3587,2915304,BA,ITAGIMIRIM,73
3588,2915205,BA,ITAGIBÁ,73
3589,2915106,BA,ITAGI,73
3590,2915007,BA,ITAETÉ,75
3591,2914901,BA,ITACARÉ,73
3592,2914802,BA,ITABUNA,73
3593,2914703,BA,ITABERABA,75
3594,2914653,BA,ITABELA,73
3595,2914604,BA,IRECÊ,74
3596,2914505,BA,IRARÁ,75
3597,2914406,BA,IRAQUARA,75
3598,2914307,BA,IRAMAIA,77
3599,2914208,BA,IRAJUBA,73
3600,2914109,BA,IPUPIARA,77
3601,2914000,BA,IPIRÁ,75
3602,2913903,BA,IPIAÚ,73
3603,2913804,BA,IPECAETÁ,75
3604,2913705,BA,INHAMBUPE,75
3605,2913606,BA,ILHÉUS,73
3606,2913507,BA,IGUAÍ,73
3607,2913457,BA,IGRAPIÚNA,73
3608,2913408,BA,IGAPORÃ,77
3609,2913309,BA,ICHU,75
3610,2913200,BA,IBOTIRAMA,77
3611,2913101,BA,IBITITÁ,74
3612,2913002,BA,IBITIARA,77
3613,2912905,BA,IBIRATAIA,73
3614,2912806,BA,IBIRAPUÃ,73
3615,2912707,BA,IBIRAPITANGA,73
3616,2912608,BA,IBIQUERA,75
3617,2912509,BA,IBIPITANGA,77
3618,2912400,BA,IBIPEBA,74
3619,2912301,BA,IBICUÍ,73
3620,2912202,BA,IBICOARA,77
3621,2912103,BA,IBICARAÍ,73
3622,2912004,BA,IBIASSUCÊ,77
3623,2911907,BA,IAÇU,75
3624,2911857,BA,HELIÓPOLIS,75
3625,2911808,BA,GUARATINGA,73
3626,2911709,BA,GUANAMBI,77
3627,2911659,BA,GUAJERU,77
3628,2911600,BA,GOVERNADOR MANGABEIRA,75
3629,2911501,BA,GONGOGI,73
3630,2911402,BA,GLÓRIA,75
3631,2911303,BA,GENTIO DO OURO,74
3632,2911253,BA,GAVIÃO,75
3633,2911204,BA,GANDU,73
3634,2911105,BA,FORMOSA DO RIO PRETO,77
3635,2911006,BA,FLORESTA AZUL,73
3636,2910909,BA,FIRMINO ALVES,73
3637,2910859,BA,FILADÉLFIA,74
3638,2910800,BA,FEIRA DE SANTANA,75
3639,2910776,BA,FEIRA DA MATA,77
3640,2910750,BA,FÁTIMA,75
3641,2910727,BA,EUNÁPOLIS,73
3642,2910701,BA,EUCLIDES DA CUNHA,75
3643,2910602,BA,ESPLANADA,75
3644,2910503,BA,ENTRE RIOS,75
3645,2910404,BA,ENCRUZILHADA,77
3646,2910305,BA,ELÍSIO MEDRADO,75
3647,2910206,BA,DOM MACEDO COSTA,75
3648,2910107,BA,DOM BASÍLIO,77
3649,2910057,BA,DIAS D'ÁVILA,71
3650,2910008,BA,DÁRIO MEIRA,73
3651,2909901,BA,CURAÇÁ,74
3652,2909802,BA,CRUZ DAS ALMAS,75
3653,2909703,BA,CRISTÓPOLIS,77
3654,2909604,BA,CRISÓPOLIS,75
3655,2909505,BA,CRAVOLÂNDIA,73
3656,2909406,BA,COTEGIPE,77
3657,2909307,BA,CORRENTINA,77
3658,2909208,BA,CORONEL JOÃO SÁ,75
3659,2909109,BA,CORIBE,77
3660,2909000,BA,CORDEIROS,77
3661,2908903,BA,CORAÇÃO DE MARIA,75
3662,2908804,BA,CONTENDAS DO SINCORÁ,77
3663,2908705,BA,CONDEÚBA,77
3664,2908606,BA,CONDE,75
3665,2908507,BA,CONCEIÇÃO DO JACUÍPE,75
3666,2908408,BA,CONCEIÇÃO DO COITÉ,75
3667,2908309,BA,CONCEIÇÃO DO ALMEIDA,75
3668,2908200,BA,CONCEIÇÃO DA FEIRA,75
3669,2908101,BA,COCOS,77
3670,2908002,BA,COARACI,73
3671,2907905,BA,CIPÓ,75
3672,2907806,BA,CÍCERO DANTAS,75
3673,2907707,BA,CHORROCHÓ,75
3674,2907608,BA,CENTRAL,74
3675,2907558,BA,CATURAMA,77
3676,2907509,BA,CATU,71
3677,2907400,BA,CATOLÂNDIA,77
3678,2907301,BA,CASTRO ALVES,75
3679,2907202,BA,CASA NOVA,74
3680,2907103,BA,CARINHANHA,77
3681,2907004,BA,CARDEAL DA SILVA,75
3682,2906907,BA,CARAVELAS,73
3683,2906899,BA,CARAÍBAS,77
3684,2906873,BA,CAPIM GROSSO,74
3685,2906857,BA,CAPELA DO ALTO ALEGRE,75
3686,2906824,BA,CANUDOS,75
3687,2906808,BA,CANSANÇÃO,75
3688,2906709,BA,CÂNDIDO SALES,77
3689,2906600,BA,CANDIBA,77
3690,2906501,BA,CANDEIAS,71
3691,2906402,BA,CANDEAL,75
3692,2906303,BA,CANAVIEIRAS,73
3693,2906204,BA,CANARANA,74
3694,2906105,BA,CANÁPOLIS,77
3695,2906006,BA,CAMPO FORMOSO,74
3696,2905909,BA,CAMPO ALEGRE DE LOURDES,74
3697,2905800,BA,CAMAMU,73
3698,2905701,BA,CAMAÇARI,71
3699,2905602,BA,CAMACAN,73
3700,2905503,BA,CALDEIRÃO GRANDE,74
3701,2905404,BA,CAIRU,75
3702,2905305,BA,CAFARNAUM,74
3703,2905206,BA,CAETITÉ,77
3704,2905156,BA,CAETANOS,77
3705,2905107,BA,CAÉM,74
3706,2905008,BA,CACULÉ,77
3707,2904902,BA,CACHOEIRA,75
3708,2904852,BA,CABACEIRAS DO PARAGUAÇU,75
3709,2904803,BA,CAATIBA,77
3710,2904753,BA,BURITIRAMA,77
3711,2904704,BA,BUERAREMA,73
3712,2904605,BA,BRUMADO,77
3713,2904506,BA,BROTAS DE MACAÚBAS,77
3714,2904407,BA,BREJOLÂNDIA,77
3715,2904308,BA,BREJÕES,75
3716,2904209,BA,BOTUPORÃ,77
3717,2904100,BA,BOQUIRA,77
3718,2904050,BA,BONITO,75
3719,2904001,BA,BONINAL,75
3720,2903953,BA,BOM JESUS DA SERRA,77
3721,2903904,BA,BOM JESUS DA LAPA,77
3722,2903805,BA,BOA VISTA DO TUPIM,75
3723,2903706,BA,BOA NOVA,77
3724,2903607,BA,BIRITINGA,75
3725,2903508,BA,BELO CAMPO,77
3726,2903409,BA,BELMONTE,73
3727,2903300,BA,BARRO PRETO,73
3728,2903276,BA,BARROCAS,75
3729,2903235,BA,BARRO ALTO,74
3730,2903201,BA,BARREIRAS,77
3731,2903102,BA,BARRA DO ROCHA,73
3732,2903003,BA,BARRA DO MENDES,74
3733,2902906,BA,BARRA DO CHOÇA,77
3734,2902807,BA,BARRA DA ESTIVA,77
3735,2902708,BA,BARRA,74
3736,2902658,BA,BANZAÊ,75
3737,2902609,BA,BAIXA GRANDE,74
3738,2902500,BA,BAIANÓPOLIS,77
3739,2902401,BA,AURELINO LEAL,73
3740,2902302,BA,ARATUÍPE,75
3741,2902252,BA,ARATACA,73
3742,2902203,BA,ARAMARI,75
3743,2902104,BA,ARACI,75
3744,2902054,BA,ARAÇAS,75
3745,2902005,BA,ARACATU,77
3746,2901957,BA,APUAREMA,73
3747,2901908,BA,APORÁ,75
3748,2901809,BA,ANTÔNIO GONÇALVES,74
3749,2901700,BA,ANTÔNIO CARDOSO,75
3750,2901601,BA,ANTAS,75
3751,2901502,BA,ANGUERA,75
3752,2901403,BA,ANGICAL,77
3753,2901353,BA,ANDORINHA,74
3754,2901304,BA,ANDARAÍ,75
3755,2901205,BA,ANAGÉ,77
3756,2901155,BA,AMÉRICA DOURADA,74
3757,2901106,BA,AMÉLIA RODRIGUES,75
3758,2901007,BA,AMARGOSA,75
3759,2900900,BA,ALMADINA,73
3760,2900801,BA,ALCOBAÇA,73
3761,2900702,BA,ALAGOINHAS,75
3762,2900603,BA,AIQUARA,73
3763,2900504,BA,ÉRICO CARDOSO,77
3764,2900405,BA,ÁGUA FRIA,75
3765,2900355,BA,ADUSTINA,75
3766,2900306,BA,ACAJUTIBA,75
3767,2900207,BA,ABARÉ,75
3768,2900108,BA,ABAÍRA,77
3769,2807600,SE,UMBAÚBA,79
3770,2807501,SE,TOMAR DO GERU,79
3771,2807402,SE,TOBIAS BARRETO,79
3772,2807303,SE,TELHA,79
3773,2807204,SE,SIRIRI,79
3774,2807105,SE,SIMÃO DIAS,79
3775,2807006,SE,SÃO MIGUEL DO ALEIXO,79
3776,2806909,SE,SÃO FRANCISCO,79
3777,2806800,SE,SÃO DOMINGOS,79
3778,2806701,SE,SÃO CRISTÓVÃO,79
3779,2806602,SE,SANTO AMARO DAS BROTAS,79
3780,2806503,SE,SANTA ROSA DE LIMA,79
3781,2806404,SE,SANTANA DO SÃO FRANCISCO,79
3782,2806305,SE,SANTA LUZIA DO ITANHY,79
3783,2806206,SE,SALGADO,79
3784,2806107,SE,ROSÁRIO DO CATETE,79
3785,2806008,SE,RIBEIRÓPOLIS,79
3786,2805901,SE,RIACHUELO,79
3787,2805802,SE,RIACHÃO DO DANTAS,79
3788,2805703,SE,PROPRIÁ,79
3789,2805604,SE,PORTO DA FOLHA,79
3790,2805505,SE,POÇO VERDE,79
3791,2805406,SE,POÇO REDONDO,79
3792,2805307,SE,PIRAMBU,79
3793,2805208,SE,PINHÃO,79
3794,2805109,SE,PEDRINHAS,79
3795,2805000,SE,PEDRA MOLE,79
3796,2804904,SE,PACATUBA,79
3797,2804805,SE,NOSSA SENHORA DO SOCORRO,79
3798,2804706,SE,NOSSA SENHORA DE LOURDES,79
3799,2804607,SE,NOSSA SENHORA DAS DORES,79
3800,2804508,SE,NOSSA SENHORA DA GLÓRIA,79
3801,2804458,SE,NOSSA SENHORA APARECIDA,79
3802,2804409,SE,NEÓPOLIS,79
3803,2804300,SE,MURIBECA,79
3804,2804201,SE,MONTE ALEGRE DE SERGIPE,79
3805,2804102,SE,MOITA BONITA,79
3806,2804003,SE,MARUIM,79
3807,2803906,SE,MALHADOR,79
3808,2803807,SE,MALHADA DOS BOIS,79
3809,2803708,SE,MACAMBIRA,79
3810,2803609,SE,LARANJEIRAS,79
3811,2803500,SE,LAGARTO,79
3812,2803401,SE,JAPOATÃ,79
3813,2803302,SE,JAPARATUBA,79
3814,2803203,SE,ITAPORANGA D'AJUDA,79
3815,2803104,SE,ITABI,79
3816,2803005,SE,ITABAIANINHA,79
3817,2802908,SE,ITABAIANA,79
3818,2802809,SE,INDIAROBA,79
3819,2802700,SE,ILHA DAS FLORES,79
3820,2802601,SE,GRACHO CARDOSO,79
3821,2802502,SE,GENERAL MAYNARD,79
3822,2802403,SE,GARARU,79
3823,2802304,SE,FREI PAULO,79
3824,2802205,SE,FEIRA NOVA,79
3825,2802106,SE,ESTÂNCIA,79
3826,2802007,SE,DIVINA PASTORA,79
3827,2801900,SE,CUMBE,79
3828,2801702,SE,CRISTINÁPOLIS,79
3829,2801603,SE,CEDRO DE SÃO JOÃO,79
3830,2801504,SE,CARMÓPOLIS,79
3831,2801405,SE,CARIRA,79
3832,2801306,SE,CAPELA,79
3833,2801207,SE,CANINDÉ DE SÃO FRANCISCO,79
3834,2801108,SE,CANHOBA,79
3835,2801009,SE,CAMPO DO BRITO,79
3836,2800704,SE,BREJO GRANDE,79
3837,2800670,SE,BOQUIM,79
3838,2800605,SE,BARRA DOS COQUEIROS,79
3839,2800506,SE,AREIA BRANCA,79
3840,2800407,SE,ARAUÁ,79
3841,2800308,SE,ARACAJU,79
3842,2800209,SE,AQUIDABÃ,79
3843,2800100,SE,AMPARO DE SÃO FRANCISCO,79
3844,2709400,AL,VIÇOSA,82
3845,2709301,AL,UNIÃO DOS PALMARES,82
3846,2709202,AL,TRAIPU,82
3847,2709152,AL,TEOTÔNIO VILELA,82
3848,2709103,AL,TAQUARANA,82
3849,2709004,AL,TANQUE D'ARCA,82
3850,2708956,AL,SENADOR RUI PALMEIRA,82
3851,2708907,AL,SATUBA,82
3852,2708808,AL,SÃO SEBASTIÃO,82
3853,2708709,AL,SÃO MIGUEL DOS MILAGRES,82
3854,2708600,AL,SÃO MIGUEL DOS CAMPOS,82
3855,2708501,AL,SÃO LUÍS DO QUITUNDE,82
3856,2708402,AL,SÃO JOSÉ DA TAPERA,82
3857,2708303,AL,SÃO JOSÉ DA LAJE,82
3858,2708204,AL,SÃO BRÁS,82
3859,2708105,AL,SANTANA DO MUNDAÚ,82
3860,2708006,AL,SANTANA DO IPANEMA,82
3861,2707909,AL,SANTA LUZIA DO NORTE,82
3862,2707800,AL,ROTEIRO,82
3863,2707701,AL,RIO LARGO,82
3864,2707602,AL,QUEBRANGULO,82
3865,2707503,AL,PORTO REAL DO COLÉGIO,82
3866,2707404,AL,PORTO DE PEDRAS,82
3867,2707305,AL,PORTO CALVO,82
3868,2707206,AL,POÇO DAS TRINCHEIRAS,82
3869,2707107,AL,PIRANHAS,82
3870,2707008,AL,PINDOBA,82
3871,2706901,AL,PILAR,82
3872,2706802,AL,PIAÇABUÇU,82
3873,2706703,AL,PENEDO,82
3874,2706604,AL,PAULO JACINTO,82
3875,2706505,AL,PASSO DE CAMARAGIBE,82
3876,2706448,AL,PARIPUEIRA,82
3877,2706422,AL,PARICONHA,82
3878,2706406,AL,PÃO DE AÇÚCAR,82
3879,2706307,AL,PALMEIRA DOS ÍNDIOS,82
3880,2706208,AL,PALESTINA,82
3881,2706109,AL,OURO BRANCO,82
3882,2706000,AL,OLIVENÇA,82
3883,2705903,AL,OLHO D'ÁGUA GRANDE,82
3884,2705804,AL,OLHO D'ÁGUA DO CASADO,82
3885,2705705,AL,OLHO D'ÁGUA DAS FLORES,82
3886,2705606,AL,NOVO LINO,82
3887,2705507,AL,MURICI,82
3888,2705408,AL,MONTEIRÓPOLIS,82
3889,2705309,AL,MINADOR DO NEGRÃO,82
3890,2705200,AL,MESSIAS,82
3891,2705101,AL,MATRIZ DE CAMARAGIBE,82
3892,2705002,AL,MATA GRANDE,82
3893,2704906,AL,MAR VERMELHO,82
3894,2704807,AL,MARIBONDO,82
3895,2704708,AL,MARECHAL DEODORO,82
3896,2704609,AL,MARAVILHA,82
3897,2704500,AL,MARAGOGI,82
3898,2704401,AL,MAJOR ISIDORO,82
3899,2704302,AL,MACEIÓ,82
3900,2704203,AL,LIMOEIRO DE ANADIA,82
3901,2704104,AL,LAGOA DA CANOA,82
3902,2704005,AL,JUNQUEIRO,82
3903,2703908,AL,JUNDIÁ,82
3904,2703809,AL,JOAQUIM GOMES,82
3905,2703700,AL,JARAMATAIA,82
3906,2703601,AL,JAPARATINGA,82
3907,2703502,AL,JACUÍPE,82
3908,2703403,AL,JACARÉ DOS HOMENS,82
3909,2703304,AL,INHAPI,82
3910,2703205,AL,IGREJA NOVA,82
3911,2703106,AL,IGACI,82
3912,2703007,AL,IBATEGUARA,82
3913,2702900,AL,GIRAU DO PONCIANO,82
3914,2702801,AL,FLEXEIRAS,82
3915,2702702,AL,FELIZ DESERTO,82
3916,2702603,AL,FEIRA GRANDE,82
3917,2702553,AL,ESTRELA DE ALAGOAS,82
3918,2702504,AL,DOIS RIACHOS,82
3919,2702405,AL,DELMIRO GOUVEIA,82
3920,2702355,AL,CRAÍBAS,82
3921,2702306,AL,CORURIPE,82
3922,2702207,AL,COQUEIRO SECO,82
3923,2702108,AL,COLÔNIA LEOPOLDINA,82
3924,2702009,AL,COITÉ DO NÓIA,82
3925,2701902,AL,CHÃ PRETA,82
3926,2701803,AL,CARNEIROS,82
3927,2701704,AL,CAPELA,82
3928,2701605,AL,CANAPI,82
3929,2701506,AL,CAMPO GRANDE,82
3930,2701407,AL,CAMPO ALEGRE,82
3931,2701357,AL,CAMPESTRE,82
3932,2701308,AL,CAJUEIRO,82
3933,2701209,AL,CACIMBINHAS,82
3934,2701100,AL,BRANQUINHA,82
3935,2701001,AL,BOCA DA MATA,82
3936,2700904,AL,BELO MONTE,82
3937,2700805,AL,BELÉM,82
3938,2700706,AL,BATALHA,82
3939,2700607,AL,BARRA DE SÃO MIGUEL,82
3940,2700508,AL,BARRA DE SANTO ANTÔNIO,82
3941,2700409,AL,ATALAIA,82
3942,2700300,AL,ARAPIRACA,82
3943,2700201,AL,ANADIA,82
3944,2700102,AL,ÁGUA BRANCA,82
3945,2616506,PE,XEXÉU,81
3946,2616407,PE,VITÓRIA DE SANTO ANTÃO,81
3947,2616308,PE,VICÊNCIA,81
3948,2616209,PE,VERTENTES,81
3949,2616183,PE,VERTENTE DO LÉRIO,81
3950,2616100,PE,VERDEJANTE,87
3951,2616001,PE,VENTUROSA,87
3952,2615904,PE,TUPARETAMA,87
3953,2615805,PE,TUPANATINGA,87
3954,2615706,PE,TRIUNFO,87
3955,2615607,PE,TRINDADE,87
3956,2615508,PE,TRACUNHAÉM,81
3957,2615409,PE,TORITAMA,81
3958,2615300,PE,TIMBAÚBA,81
3959,2615201,PE,TERRA NOVA,87
3960,2615102,PE,TEREZINHA,87
3961,2615003,PE,TAQUARITINGA DO NORTE,81
3962,2614857,PE,TAMANDARÉ,81
3963,2614808,PE,TACARATU,87
3964,2614709,PE,TACAIMBÓ,81
3965,2614600,PE,TABIRA,87
3966,2614501,PE,SURUBIM,81
3967,2614402,PE,SOLIDÃO,87
3968,2614303,PE,MOREILÂNDIA,87
3969,2614204,PE,SIRINHAÉM,81
3970,2614105,PE,SERTÂNIA,87
3971,2614006,PE,SERRITA,87
3972,2613909,PE,SERRA TALHADA,87
3973,2613800,PE,SÃO VICENTE FERRER,81
3974,2613701,PE,SÃO LOURENÇO DA MATA,81
3975,2613602,PE,SÃO JOSÉ DO EGITO,87
3976,2613503,PE,SÃO JOSÉ DO BELMONTE,87
3977,2613404,PE,SÃO JOSÉ DA COROA GRANDE,81
3978,2613305,PE,SÃO JOAQUIM DO MONTE,81
3979,2613206,PE,SÃO JOÃO,87
3980,2613107,PE,SÃO CAITANO,81
3981,2613008,PE,SÃO BENTO DO UNA,81
3982,2612901,PE,SÃO BENEDITO DO SUL,81
3983,2612802,PE,SANTA TEREZINHA,87
3984,2612703,PE,SANTA MARIA DO CAMBUCÁ,81
3985,2612604,PE,SANTA MARIA DA BOA VISTA,87
3986,2612554,PE,SANTA FILOMENA,87
3987,2612505,PE,SANTA CRUZ DO CAPIBARIBE,81
3988,2612471,PE,SANTA CRUZ DA BAIXA VERDE,87
3989,2612455,PE,SANTA CRUZ,87
3990,2612406,PE,SANHARÓ,87
3991,2612307,PE,SALOÁ,87
3992,2612208,PE,SALGUEIRO,87
3993,2612109,PE,SALGADINHO,81
3994,2612000,PE,SAIRÉ,81
3995,2611903,PE,RIO FORMOSO,81
3996,2611804,PE,RIBEIRÃO,81
3997,2611705,PE,RIACHO DAS ALMAS,81
3998,2611606,PE,RECIFE,81
3999,2611507,PE,QUIPAPÁ,81
4000,2611408,PE,PRIMAVERA,81
4001,2611309,PE,POMBOS,81
4002,2611200,PE,POÇÃO,87
4003,2611101,PE,PETROLINA,87
4004,2611002,PE,PETROLÂNDIA,87
4005,2610905,PE,PESQUEIRA,87
4006,2610806,PE,PEDRA,87
4007,2610707,PE,PAULISTA,81
4008,2610608,PE,PAUDALHO,81
4009,2610509,PE,PASSIRA,81
4010,2610400,PE,PARNAMIRIM,87
4011,2610301,PE,PARANATAMA,87
4012,2610202,PE,PANELAS,81
4013,2610103,PE,PALMEIRINA,87
4014,2610004,PE,PALMARES,81
4015,2609907,PE,OURICURI,87
4016,2609808,PE,OROCÓ,87
4017,2609709,PE,OROBÓ,81
4018,2609600,PE,OLINDA,81
4019,2609501,PE,NAZARÉ DA MATA,81
4020,2609402,PE,MORENO,81
4021,2609303,PE,MIRANDIBA,87
4022,2609204,PE,MARAIAL,81
4023,2609154,PE,MANARI,87
4024,2609105,PE,MACHADOS,81
4025,2609006,PE,MACAPARANA,81
4026,2608909,PE,LIMOEIRO,81
4027,2608800,PE,LAJEDO,87
4028,2608750,PE,LAGOA GRANDE,87
4029,2608701,PE,LAGOA DOS GATOS,81
4030,2608602,PE,LAGOA DO OURO,87
4031,2608503,PE,LAGOA DO CARRO,81
4032,2608453,PE,LAGOA DO ITAENGA,81
4033,2608404,PE,JUREMA,87
4034,2608305,PE,JUPI,87
4035,2608255,PE,JUCATI,87
4036,2608206,PE,JOAQUIM NABUCO,81
4037,2608107,PE,JOÃO ALFREDO,81
4038,2608008,PE,JATAÚBA,81
4039,2607950,PE,JAQUEIRA,81
4040,2607901,PE,JABOATÃO DOS GUARARAPES,81
4041,2607802,PE,ITAQUITINGA,81
4042,2607752,PE,ITAPISSUMA,81
4043,2607703,PE,ITAPETIM,87
4044,2607653,PE,ITAMBÉ,81
4045,2607505,PE,ITAÍBA,87
4046,2607406,PE,ITACURUBA,87
4047,2607307,PE,IPUBI,87
4048,2607208,PE,IPOJUCA,81
4049,2607109,PE,INGAZEIRA,87
4050,2607000,PE,INAJÁ,87
4051,2606903,PE,IGUARACI,87
4052,2606804,PE,IGARASSU,81
4053,2606705,PE,IBIRAJUBA,87
4054,2606606,PE,IBIMIRIM,87
4055,2606507,PE,IATI,87
4056,2606408,PE,GRAVATÁ,81
4057,2606309,PE,GRANITO,87
4058,2606200,PE,GOIANA,81
4059,2606101,PE,GLÓRIA DO GOITÁ,81
4060,2606002,PE,GARANHUNS,87
4061,2605905,PE,GAMELEIRA,81
4062,2605806,PE,FREI MIGUELINHO,81
4063,2605707,PE,FLORESTA,87
4064,2605608,PE,FLORES,87
4065,2605509,PE,FERREIROS,81
4066,2605459,PE,FERNANDO DE NORONHA,81
4067,2605400,PE,FEIRA NOVA,81
4068,2605301,PE,EXU,87
4069,2605202,PE,ESCADA,81
4070,2605152,PE,DORMENTES,87
4071,2605103,PE,CUSTÓDIA,87
4072,2605004,PE,CUPIRA,81
4073,2604908,PE,CUMARU,81
4074,2604809,PE,CORTÊS,81
4075,2604700,PE,CORRENTES,87
4076,2604601,PE,CONDADO,81
4077,2604502,PE,CHÃ GRANDE,81
