,Código IBGE,UF,MUNICiPIO,CoDIGO_NACIONAL
1000,4301008,RS,ARROIO DO MEIO,51
1001,4300901,RS,ARATIBA,54
1002,4300877,RS,ARARICÁ,51
1003,4300851,RS,ARAMBARÉ,51
1004,4300802,RS,ANTÔNIO PRADO,54
1005,4300703,RS,ANTA GORDA,51
1006,4300661,RS,ANDRÉ DA ROCHA,54
1007,4300646,RS,AMETISTA DO SUL,55
1008,4300638,RS,AMARAL FERRADOR,51
1009,4300604,RS,ALVORADA,51
1010,4300570,RS,ALTO FELIZ,51
1011,4300554,RS,ALTO ALEGRE,54
1012,4300505,RS,ALPESTRE,55
1013,4300455,RS,ALEGRIA,55
1014,4300406,RS,ALEGRETE,55
1015,4300307,RS,ALECRIM,55
1016,4300208,RS,AJURICABA,55
1017,4300109,RS,AGUDO,55
1018,4300059,RS,ÁGUA SANTA,54
1019,4220000,SC,BALNEÁRIO RINCÃO,48
1020,4219853,SC,ZORTÉA,49
1021,4219705,SC,XAXIM,49
1022,4219606,SC,XAVANTINA,49
1023,4219507,SC,XANXERÊ,49
1024,4219408,SC,WITMARSUM,47
1025,4219358,SC,VITOR MEIRELES,47
1026,4219309,SC,VIDEIRA,49
1027,4219200,SC,VIDAL RAMOS,47
1028,4219176,SC,VARGEM BONITA,49
1029,4219150,SC,VARGEM,49
1030,4219101,SC,VARGEÃO,49
1031,4219002,SC,URUSSANGA,48
1032,4218954,SC,URUPEMA,49
1033,4218905,SC,URUBICI,49
1034,4218855,SC,UNIÃO DO OESTE,49
1035,4218806,SC,TURVO,48
1036,4218756,SC,TUNÁPOLIS,49
1037,4218707,SC,TUBARÃO,48
1038,4218608,SC,TROMBUDO CENTRAL,47
1039,4218509,SC,TREZE TÍLIAS,49
1040,4218400,SC,TREZE DE MAIO,48
1041,4218350,SC,TREVISO,48
1042,4218301,SC,TRÊS BARRAS,47
1043,4218251,SC,TIMBÓ GRANDE,49
1044,4218202,SC,TIMBÓ,47
1045,4218103,SC,TIMBÉ DO SUL,48
1046,4218004,SC,TIJUCAS,48
1047,4217956,SC,TIGRINHOS,49
1048,4217907,SC,TANGARÁ,49
1049,4217808,SC,TAIÓ,47
1050,4217758,SC,SUL BRASIL,49
1051,4217709,SC,SOMBRIO,48
1052,4217600,SC,SIDERÓPOLIS,48
1053,4217550,SC,SERRA ALTA,49
1054,4217501,SC,SEARA,49
1055,4217402,SC,SCHROEDER,47
1056,4217303,SC,SAUDADES,49
1057,4217253,SC,SÃO PEDRO DE ALCÂNTARA,48
1058,4217154,SC,SÃO MIGUEL DA BOA VISTA,49
1059,4217105,SC,SÃO MARTINHO,48
1060,4217006,SC,SÃO LUDGERO,48
1061,4216909,SC,SÃO LOURENÇO DO OESTE,49
1062,4216800,SC,SÃO JOSÉ DO CERRITO,49
1063,4216701,SC,SÃO JOSÉ DO CEDRO,49
1064,4216602,SC,SÃO JOSÉ,48
1065,4216503,SC,SÃO JOAQUIM,49
1066,4216404,SC,SÃO JOÃO DO SUL,48
1067,4216354,SC,SÃO JOÃO DO ITAPERIÚ,47
1068,4216305,SC,SÃO JOÃO BATISTA,48
1069,4216255,SC,SÃO JOÃO DO OESTE,49
1070,4216206,SC,SÃO FRANCISCO DO SUL,47
1071,4216107,SC,SÃO DOMINGOS,49
1072,4216057,SC,SÃO CRISTOVÃO DO SUL,49
1073,4216008,SC,SÃO CARLOS,49
1074,4215901,SC,SÃO BONIFÁCIO,48
1075,4215802,SC,SÃO BENTO DO SUL,47
1076,4215752,SC,SÃO BERNARDINO,49
1077,4215703,SC,SANTO AMARO DA IMPERATRIZ,48
1078,4215695,SC,SANTIAGO DO SUL,49
1079,4215687,SC,SANTA TEREZINHA DO PROGRESSO,49
1080,4215679,SC,SANTA TEREZINHA,47
1081,4215653,SC,SANTA ROSA DO SUL,48
1082,4215604,SC,SANTA ROSA DE LIMA,48
1083,4215554,SC,SANTA HELENA,49
1084,4215505,SC,SANTA CECÍLIA,49
1085,4215455,SC,SANGÃO,48
1086,4215406,SC,SALTO VELOSO,49
1087,4215356,SC,SALTINHO,49
1088,4215307,SC,SALETE,47
1089,4215208,SC,ROMELÂNDIA,49
1090,4215109,SC,RODEIO,47
1091,4215075,SC,RIQUEZA,49
1092,4215059,SC,RIO RUFINO,49
1093,4215000,SC,RIO NEGRINHO,47
1094,4214904,SC,RIO FORTUNA,48
1095,4214805,SC,RIO DO SUL,47
1096,4214706,SC,RIO DOS CEDROS,47
1097,4214607,SC,RIO DO OESTE,47
1098,4214508,SC,RIO DO CAMPO,47
1099,4214409,SC,RIO DAS ANTAS,49
1100,4214300,SC,RANCHO QUEIMADO,48
1101,4214201,SC,QUILOMBO,49
1102,4214151,SC,PRINCESA,49
1103,4214102,SC,PRESIDENTE NEREU,47
1104,4214003,SC,PRESIDENTE GETÚLIO,47
1105,4213807,SC,PRAIA GRANDE,48
1106,4213708,SC,POUSO REDONDO,47
1107,4213609,SC,PORTO UNIÃO,42
1108,4213500,SC,PORTO BELO,47
1109,4213401,SC,PONTE SERRADA,49
1110,4213351,SC,PONTE ALTA DO NORTE,49
1111,4213302,SC,PONTE ALTA,49
1112,4213203,SC,POMERODE,47
1113,4213153,SC,PLANALTO ALEGRE,49
1114,4213104,SC,PIRATUBA,49
1115,4213005,SC,PINHEIRO PRETO,49
1116,4212908,SC,PINHALZINHO,49
1117,4212700,SC,PETROLÂNDIA,47
1118,4212650,SC,PESCARIA BRAVA,48
1119,4212601,SC,PERITIBA,49
1120,4212502,SC,PENHA,47
1121,4212403,SC,PEDRAS GRANDES,48
1122,4212304,SC,PAULO LOPES,48
1123,4212270,SC,PASSOS MAIA,49
1124,4212254,SC,PASSO DE TORRES,48
1125,4212239,SC,PARAÍSO,49
1126,4212205,SC,PAPANDUVA,47
1127,4212106,SC,PALMITOS,49
1128,4212056,SC,PALMEIRA,49
1129,4212007,SC,PALMA SOLA,49
1130,4211900,SC,PALHOÇA,48
1131,4211892,SC,PAINEL,49
1132,4211876,SC,PAIAL,49
1133,4211850,SC,OURO VERDE,49
1134,4211801,SC,OURO,49
1135,4211751,SC,OTACÍLIO COSTA,49
1136,4211702,SC,ORLEANS,48
1137,4211652,SC,NOVO HORIZONTE,49
1138,4211603,SC,NOVA VENEZA,48
1139,4211504,SC,NOVA TRENTO,48
1140,4211454,SC,NOVA ITABERABA,49
1141,4211405,SC,NOVA ERECHIM,49
1142,4211306,SC,NAVEGANTES,47
1143,4211256,SC,MORRO GRANDE,48
1144,4211207,SC,MORRO DA FUMAÇA,48
1145,4211108,SC,MONTE CASTELO,47
1146,4211058,SC,MONTE CARLO,49
1147,4211009,SC,MONDAÍ,49
1148,4210902,SC,MODELO,49
1149,4210852,SC,MIRIM DOCE,47
1150,4210803,SC,MELEIRO,48
1151,4210704,SC,MATOS COSTA,49
1152,4210605,SC,MASSARANDUBA,47
1153,4210555,SC,MAREMA,49
1154,4210506,SC,MARAVILHA,49
1155,4210407,SC,MARACAJÁ,48
1156,4210308,SC,MAJOR VIEIRA,47
1157,4210209,SC,MAJOR GERCINO,48
1158,4210100,SC,MAFRA,47
1159,4210050,SC,MACIEIRA,49
1160,4210035,SC,LUZERNA,49
1161,4210001,SC,LUIZ ALVES,47
1162,4209904,SC,LONTRAS,47
1163,4209854,SC,LINDÓIA DO SUL,49
1164,4209805,SC,LEOBERTO LEAL,48
1165,4209706,SC,LEBON RÉGIS,49
1166,4209607,SC,LAURO MULLER,48
1167,4209508,SC,LAURENTINO,47
1168,4209458,SC,LAJEADO GRANDE,49
1169,4209409,SC,LAGUNA,48
1170,4209300,SC,LAGES,49
1171,4209201,SC,LACERDÓPOLIS,49
1172,4209177,SC,JUPIÁ,49
1173,4209151,SC,JOSÉ BOITEUX,47
1174,4209102,SC,JOINVILLE,47
1175,4209003,SC,JOAÇABA,49
1176,4208955,SC,JARDINÓPOLIS,49
1177,4208906,SC,JARAGUÁ DO SUL,47
1178,4208807,SC,JAGUARUNA,48
1179,4208708,SC,JACINTO MACHADO,48
1180,4208609,SC,JABORÁ,49
1181,4208500,SC,ITUPORANGA,47
1182,4208450,SC,ITAPOÁ,47
1183,4208401,SC,ITAPIRANGA,49
1184,4208302,SC,ITAPEMA,47
1185,4208203,SC,ITAJAÍ,47
1186,4208104,SC,ITAIÓPOLIS,47
1187,4208005,SC,ITÁ,49
1188,4207908,SC,IRINEÓPOLIS,47
1189,4207858,SC,IRATI,49
1190,4207809,SC,IRANI,49
1191,4207759,SC,IRACEMINHA,49
1192,4207700,SC,IPUMIRIM,49
1193,4207684,SC,IPUAÇU,49
1194,4207650,SC,IPORÃ DO OESTE,49
1195,4207601,SC,IPIRA,49
1196,4207577,SC,IOMERÊ,49
1197,4207502,SC,INDAIAL,47
1198,4207403,SC,IMBUIA,47
1199,4207304,SC,IMBITUBA,48
1200,4207205,SC,IMARUÍ,48
1201,4207106,SC,ILHOTA,47
1202,4207007,SC,IÇARA,48
1203,4206900,SC,IBIRAMA,47
1204,4206801,SC,IBICARÉ,49
1205,4206751,SC,IBIAM,49
1206,4206702,SC,HERVAL D'OESTE,49
1207,4206652,SC,GUATAMBÚ,49
1208,4206603,SC,GUARUJÁ DO SUL,49
1209,4206504,SC,GUARAMIRIM,47
1210,4206405,SC,GUARACIABA,49
1211,4206306,SC,GUABIRUBA,47
1212,4206207,SC,GRAVATAL,48
1213,4206108,SC,GRÃO PARÁ,48
1214,4206009,SC,GOVERNADOR CELSO RAMOS,48
1215,4205902,SC,GASPAR,47
1216,4205803,SC,GARUVA,47
1217,4205704,SC,GAROPABA,48
1218,4205605,SC,GALVÃO,49
1219,4205555,SC,FREI ROGÉRIO,49
1220,4205506,SC,FRAIBURGO,49
1221,4205456,SC,FORQUILHINHA,48
1222,4205431,SC,FORMOSA DO SUL,49
1223,4205407,SC,FLORIANÓPOLIS,48
1224,4205357,SC,FLOR DO SERTÃO,49
1225,4205308,SC,FAXINAL DOS GUEDES,49
1226,4205209,SC,ERVAL VELHO,49
1227,4205191,SC,ERMO,48
1228,4205175,SC,ENTRE RIOS,49
1229,4205159,SC,DOUTOR PEDRINHO,47
1230,4205100,SC,DONA EMMA,47
1231,4205001,SC,DIONÍSIO CERQUEIRA,49
1232,4204905,SC,DESCANSO,49
1233,4204806,SC,CURITIBANOS,49
1234,4204756,SC,CUNHATAÍ,49
1235,4204707,SC,CUNHA PORÃ,49
1236,4204608,SC,CRICIÚMA,48
1237,4204558,SC,CORREIA PINTO,49
1238,4204509,SC,CORUPÁ,47
1239,4204459,SC,CORONEL MARTINS,49
1240,4204400,SC,CORONEL FREITAS,49
1241,4204350,SC,CORDILHEIRA ALTA,49
1242,4204301,SC,CONCÓRDIA,49
1243,4204251,SC,COCAL DO SUL,48
1244,4204202,SC,CHAPECÓ,49
1245,4204194,SC,CHAPADÃO DO LAGEADO,47
1246,4204178,SC,CERRO NEGRO,49
1247,4204152,SC,CELSO RAMOS,49
1248,4204103,SC,CAXAMBU DO SUL,49
1249,4204004,SC,CATANDUVAS,49
1250,4203956,SC,CAPIVARI DE BAIXO,48
1251,4203907,SC,CAPINZAL,49
1252,4203808,SC,CANOINHAS,47
1253,4203709,SC,CANELINHA,48
1254,4203600,SC,CAMPOS NOVOS,49
1255,4203501,SC,CAMPO ERÊ,49
1256,4203402,SC,CAMPO BELO DO SUL,49
1257,4203303,SC,CAMPO ALEGRE,47
1258,4203253,SC,CAPÃO ALTO,49
1259,4203204,SC,CAMBORIÚ,47
1260,4203154,SC,CALMON,49
1261,4203105,SC,CAIBI,49
1262,4203006,SC,CAÇADOR,49
1263,4202909,SC,BRUSQUE,47
1264,4202875,SC,BRUNÓPOLIS,49
1265,4202859,SC,BRAÇO DO TROMBUDO,47
1266,4202800,SC,BRAÇO DO NORTE,48
1267,4202701,SC,BOTUVERÁ,47
1268,4202602,SC,BOM RETIRO,49
1269,4202578,SC,BOM JESUS DO OESTE,49
1270,4202537,SC,BOM JESUS,49
1271,4202503,SC,BOM JARDIM DA SERRA,49
1272,4202453,SC,BOMBINHAS,47
1273,4202438,SC,BOCAINA DO SUL,49
1274,4202404,SC,BLUMENAU,47
1275,4202305,SC,BIGUAÇU,48
1276,4202206,SC,BENEDITO NOVO,47
1277,4202156,SC,BELMONTE,49
1278,4202131,SC,BELA VISTA DO TOLDO,47
1279,4202107,SC,BARRA VELHA,47
1280,4202099,SC,BARRA BONITA,49
1281,4202081,SC,BANDEIRANTE,49
1282,4202073,SC,BALNEÁRIO GAIVOTA,48
1283,4202057,SC,BALNEÁRIO BARRA DO SUL,47
1284,4202008,SC,BALNEÁRIO CAMBORIÚ,47
1285,4201950,SC,BALNEÁRIO ARROIO DO SILVA,48
1286,4201901,SC,AURORA,47
1287,4201802,SC,ATALANTA,47
1288,4201703,SC,ASCURRA,47
1289,4201653,SC,ARVOREDO,49
1290,4201604,SC,ARROIO TRINTA,49
1291,4201505,SC,ARMAZÉM,48
1292,4201406,SC,ARARANGUÁ,48
1293,4201307,SC,ARAQUARI,47
1294,4201273,SC,ARABUTÃ,49
1295,4201257,SC,APIÚNA,47
1296,4201208,SC,ANTÔNIO CARLOS,48
1297,4201109,SC,ANITÁPOLIS,48
1298,4201000,SC,ANITA GARIBALDI,49
1299,4200903,SC,ANGELINA,48
1300,4200804,SC,ANCHIETA,49
1301,4200754,SC,ALTO BELA VISTA,49
1302,4200705,SC,ALFREDO WAGNER,48
1303,4200606,SC,ÁGUAS MORNAS,48
1304,4200556,SC,ÁGUAS FRIAS,49
1305,4200507,SC,ÁGUAS DE CHAPECÓ,49
1306,4200408,SC,ÁGUA DOCE,49
1307,4200309,SC,AGRONÔMICA,47
1308,4200200,SC,AGROLÂNDIA,47
1309,4200101,SC,ABELARDO LUZ,49
1310,4200051,SC,ABDON BATISTA,49
1311,4128807,PR,XAMBRÊ,44
1312,4128708,PR,VITORINO,46
1313,4128658,PR,VIRMOND,42
1314,4128633,PR,DOUTOR ULYSSES,41
1315,4128609,PR,VERÊ,46
1316,4128559,PR,VERA CRUZ DO OESTE,45
1317,4128534,PR,VENTANIA,42
1318,4128500,PR,WENCESLAU BRAZ,43
1319,4128401,PR,URAÍ,43
1320,4128302,PR,UNIFLOR,44
1321,4128203,PR,UNIÃO DA VITÓRIA,42
1322,4128104,PR,UMUARAMA,44
1323,4128005,PR,UBIRATÃ,44
1324,4127965,PR,TURVO,42
1325,4127957,PR,TUPÃSSI,44
1326,4127908,PR,TUNEIRAS DO OESTE,44
1327,4127882,PR,TUNAS DO PARANÁ,41
1328,4127858,PR,TRÊS BARRAS DO PARANÁ,45
1329,4127809,PR,TOMAZINA,43
1330,4127700,PR,TOLEDO,45
1331,4127601,PR,TIJUCAS DO SUL,41
1332,4127502,PR,TIBAGI,42
1333,4127403,PR,TERRA ROXA,44
1334,4127304,PR,TERRA RICA,44
1335,4127205,PR,TERRA BOA,44
1336,4127106,PR,TELÊMACO BORBA,42
1337,4127007,PR,TEIXEIRA SOARES,42
1338,4126900,PR,TAPIRA,44
1339,4126801,PR,TAPEJARA,44
1340,4126702,PR,TAMBOARA,44
1341,4126678,PR,TAMARANA,43
1342,4126652,PR,SULINA,46
1343,4126603,PR,SIQUEIRA CAMPOS,43
1344,4126504,PR,SERTANÓPOLIS,43
1345,4126405,PR,SERTANEJA,43
1346,4126355,PR,SERRANÓPOLIS DO IGUAÇU,45
1347,4126306,PR,SENGÉS,43
1348,4126272,PR,SAUDADE DO IGUAÇU,46
1349,4126256,PR,SARANDI,44
1350,4126207,PR,SAPOPEMA,43
1351,4126108,PR,SÃO TOMÉ,44
1352,4126009,PR,SÃO SEBASTIÃO DA AMOREIRA,43
1353,4125902,PR,SÃO PEDRO DO PARANÁ,44
1354,4125803,PR,SÃO PEDRO DO IVAÍ,43
1355,4125753,PR,SÃO PEDRO DO IGUAÇU,45
1356,4125704,PR,SÃO MIGUEL DO IGUAÇU,45
1357,4125605,PR,SÃO MATEUS DO SUL,42
1358,4125555,PR,SÃO MANOEL DO PARANÁ,44
1359,4125506,PR,SÃO JOSÉ DOS PINHAIS,41
1360,4125456,PR,SÃO JOSÉ DAS PALMEIRAS,45
1361,4125407,PR,SÃO JOSÉ DA BOA VISTA,43
1362,4125357,PR,SÃO JORGE DO PATROCÍNIO,44
1363,4125308,PR,SÃO JORGE DO IVAÍ,44
1364,4125209,PR,SÃO JORGE D'OESTE,46
1365,4125100,PR,SÃO JOÃO DO TRIUNFO,42
1366,4125001,PR,SÃO JOÃO DO IVAÍ,43
1367,4124905,PR,SÃO JOÃO DO CAIUÁ,44
1368,4124806,PR,SÃO JOÃO,46
1369,4124707,PR,SÃO JERÔNIMO DA SERRA,43
1370,4124608,PR,SÃO CARLOS DO IVAÍ,44
1371,4124509,PR,SANTO INÁCIO,44
1372,4124400,PR,SANTO ANTÔNIO DO SUDOESTE,46
1373,4124301,PR,SANTO ANTÔNIO DO PARAÍSO,43
1374,4124202,PR,SANTO ANTÔNIO DO CAIUÁ,44
1375,4124103,PR,SANTO ANTÔNIO DA PLATINA,43
1376,4124053,PR,SANTA TEREZINHA DE ITAIPU,45
1377,4124020,PR,SANTA TEREZA DO OESTE,45
1378,4124004,PR,SANTANA DO ITARARÉ,43
1379,4123956,PR,SANTA MÔNICA,44
1380,4123907,PR,SANTA MARIANA,43
1381,4123857,PR,SANTA MARIA DO OESTE,42
1382,4123824,PR,SANTA LÚCIA,45
1383,4123808,PR,SANTA IZABEL DO OESTE,46
1384,4123709,PR,SANTA ISABEL DO IVAÍ,44
1385,4123600,PR,SANTA INÊS,44
1386,4123501,PR,SANTA HELENA,45
1387,4123402,PR,SANTA FÉ,44
1388,4123303,PR,SANTA CRUZ DE MONTE CASTELO,44
1389,4123204,PR,SANTA CECÍLIA DO PAVÃO,43
1390,4123105,PR,SANTA AMÉLIA,43
1391,4123006,PR,SALTO DO LONTRA,46
1392,4122909,PR,SALTO DO ITARARÉ,43
1393,4122800,PR,SALGADO FILHO,46
1394,4122701,PR,SABÁUDIA,43
1395,4122651,PR,ROSÁRIO DO IVAÍ,43
1396,4122602,PR,RONDON,44
1397,4122503,PR,RONCADOR,44
1398,4122404,PR,ROLÂNDIA,43
1399,4122305,PR,RIO NEGRO,47
1400,4122206,PR,RIO BRANCO DO SUL,41
1401,4122172,PR,RIO BRANCO DO IVAÍ,43
1402,4122156,PR,RIO BONITO DO IGUAÇU,42
1403,4122107,PR,RIO BOM,43
1404,4122008,PR,RIO AZUL,42
1405,4121901,PR,RIBEIRÃO DO PINHAL,43
1406,4121802,PR,RIBEIRÃO CLARO,43
1407,4121752,PR,RESERVA DO IGUAÇU,42
1408,4121703,PR,RESERVA,42
1409,4121604,PR,RENASCENÇA,46
1410,4121505,PR,REBOUÇAS,42
1411,4121406,PR,REALEZA,46
1412,4121356,PR,RANCHO ALEGRE D'OESTE,44
1413,4121307,PR,RANCHO ALEGRE,43
1414,4121257,PR,RAMILÂNDIA,45
1415,4121208,PR,QUITANDINHA,41
1416,4121109,PR,QUINTA DO SOL,44
1417,4121000,PR,QUERÊNCIA DO NORTE,44
1418,4120903,PR,QUEDAS DO IGUAÇU,46
1419,4120853,PR,QUATRO PONTES,45
1420,4120804,PR,QUATRO BARRAS,41
1421,4120705,PR,QUATIGUÁ,43
1422,4120655,PR,QUARTO CENTENÁRIO,44
1423,4120606,PR,PRUDENTÓPOLIS,42
1424,4120507,PR,PRIMEIRO DE MAIO,43
1425,4120408,PR,PRESIDENTE CASTELO BRANCO,44
1426,4120358,PR,PRANCHITA,46
1427,4120333,PR,PRADO FERREIRA,43
1428,4120309,PR,PORTO VITÓRIA,42
1429,4120200,PR,PORTO RICO,44
1430,4120150,PR,PORTO BARREIRO,42
1431,4120101,PR,PORTO AMAZONAS,42
1432,4120002,PR,PORECATU,43
1433,4119954,PR,PONTAL DO PARANÁ,41
1434,4119905,PR,PONTA GROSSA,42
1435,4119806,PR,PLANALTO,46
1436,4119707,PR,PLANALTINA DO PARANÁ,44
1437,4119657,PR,PITANGUEIRAS,43
1438,4119608,PR,PITANGA,42
1439,4119509,PR,PIRAQUARA,41
1440,4119400,PR,PIRAÍ DO SUL,42
1441,4119301,PR,PINHÃO,42
1442,4119251,PR,PINHAL DE SÃO BENTO,46
1443,4119202,PR,PINHALÃO,43
1444,4119152,PR,PINHAIS,41
1445,4119103,PR,PIÊN,41
1446,4119004,PR,PÉROLA D'OESTE,46
1447,4118907,PR,PÉROLA,44
1448,4118857,PR,PEROBAL,44
1449,4118808,PR,PEABIRU,44
1450,4118709,PR,PAULO FRONTIN,42
1451,4118600,PR,PAULA FREITAS,42
1452,4118501,PR,PATO BRANCO,46
1453,4118451,PR,PATO BRAGADO,45
1454,4118402,PR,PARANAVAÍ,44
1455,4118303,PR,PARANAPOEMA,44
1456,4118204,PR,PARANAGUÁ,41
1457,4118105,PR,PARANACITY,44
1458,4118006,PR,PARAÍSO DO NORTE,44
1459,4117909,PR,PALOTINA,44
1460,4117800,PR,PALMITAL,42
1461,4117701,PR,PALMEIRA,42
1462,4117602,PR,PALMAS,46
1463,4117503,PR,PAIÇANDU,44
1464,4117453,PR,OURO VERDE DO OESTE,45
1465,4117404,PR,OURIZONA,44
1466,4117305,PR,ORTIGUEIRA,42
1467,4117297,PR,NOVO ITACOLOMI,43
1468,4117271,PR,NOVA TEBAS,42
1469,4117255,PR,NOVA PRATA DO IGUAÇU,46
1470,4117222,PR,NOVA SANTA ROSA,45
1471,4117214,PR,NOVA SANTA BÁRBARA,43
1472,4117206,PR,NOVA OLÍMPIA,44
1473,4117107,PR,NOVA LONDRINA,44
1474,4117057,PR,NOVA LARANJEIRAS,42
1475,4117008,PR,NOVA FÁTIMA,43
1476,4116950,PR,NOVA ESPERANÇA DO SUDOESTE,46
1477,4116901,PR,NOVA ESPERANÇA,44
1478,4116802,PR,NOVA CANTU,44
1479,4116703,PR,NOVA AURORA,45
1480,4116604,PR,NOVA AMÉRICA DA COLINA,43
1481,4116505,PR,NOVA ALIANÇA DO IVAÍ,44
1482,4116406,PR,NOSSA SENHORA DAS GRAÇAS,44
1483,4116307,PR,MUNHOZ DE MELO,44
1484,4116208,PR,MORRETES,41
1485,4116109,PR,MOREIRA SALES,44
1486,4116059,PR,MISSAL,45
1487,4116000,PR,MIRASELVA,43
1488,4115903,PR,MIRADOR,44
1489,4115853,PR,MERCEDES,45
1490,4115804,PR,MEDIANEIRA,45
1491,4115754,PR,MAUÁ DA SERRA,43
1492,4115739,PR,MATO RICO,42
1493,4115705,PR,MATINHOS,41
1494,4115606,PR,MATELÂNDIA,45
1495,4115507,PR,MARUMBI,43
1496,4115457,PR,MARQUINHO,42
1497,4115408,PR,MARMELEIRO,46
1498,4115358,PR,MARIPÁ,44
1499,4115309,PR,MARIÓPOLIS,46
1500,4115200,PR,MARINGÁ,44
1501,4115101,PR,MARILUZ,44
1502,4115002,PR,MARILENA,44
1503,4114906,PR,MARILÂNDIA DO SUL,43
1504,4114807,PR,MARIALVA,44
1505,4114708,PR,MARIA HELENA,44
1506,4114609,PR,MARECHAL CÂNDIDO RONDON,45
1507,4114500,PR,MANOEL RIBAS,43
1508,4114401,PR,MANGUEIRINHA,46
1509,4114351,PR,MANFRINÓPOLIS,46
1510,4114302,PR,MANDIRITUBA,41
1511,4114203,PR,MANDAGUARI,44
1512,4114104,PR,MANDAGUAÇU,44
1513,4114005,PR,MAMBORÊ,44
1514,4113908,PR,MALLET,42
1515,4113809,PR,LUPIONÓPOLIS,43
1516,4113759,PR,LUNARDELLI,43
1517,4113734,PR,LUIZIANA,44
1518,4113700,PR,LONDRINA,43
1519,4113601,PR,LOBATO,44
1520,4113502,PR,LOANDA,44
1521,4113452,PR,LINDOESTE,45
1522,4113429,PR,LIDIANÓPOLIS,43
1523,4113403,PR,LEÓPOLIS,43
1524,4113304,PR,LARANJEIRAS DO SUL,42
1525,4113254,PR,LARANJAL,42
1526,4113205,PR,LAPA,41
1527,4113106,PR,KALORÉ,43
1528,4113007,PR,JUSSARA,44
1529,4112959,PR,JURANDA,44
1530,4112900,PR,JUNDIAÍ DO SUL,43
1531,4112801,PR,JOAQUIM TÁVORA,43
1532,4112751,PR,JESUÍTAS,44
1533,4112702,PR,JATAIZINHO,43
1534,4112603,PR,JARDIM OLINDA,44
1535,4112504,PR,JARDIM ALEGRE,43
1536,4112405,PR,JAPURÁ,44
1537,4112306,PR,JAPIRA,43
1538,4112207,PR,JANIÓPOLIS,44
1539,4112108,PR,JANDAIA DO SUL,43
1540,4112009,PR,JAGUARIAÍVA,43
1541,4111902,PR,JAGUAPITÃ,43
1542,4111803,PR,JACAREZINHO,43
1543,4111704,PR,JABOTI,43
1544,4111605,PR,IVATUBA,44
1545,4111555,PR,IVATÉ,44
1546,4111506,PR,IVAIPORÃ,43
1547,4111407,PR,IVAÍ,42
1548,4111308,PR,ITAÚNA DO SUL,44
1549,4111258,PR,ITAPERUÇU,41
1550,4111209,PR,ITAPEJARA D'OESTE,46
1551,4111100,PR,ITAMBÉ,44
1552,4111001,PR,ITAMBARACÁ,43
1553,4110953,PR,ITAIPULÂNDIA,45
1554,4110904,PR,ITAGUAJÉ,44
1555,4110805,PR,IRETAMA,44
1556,4110706,PR,IRATI,42
1557,4110656,PR,IRACEMA DO OESTE,44
1558,4110607,PR,IPORÃ,44
1559,4110508,PR,IPIRANGA,42
1560,4110409,PR,INDIANÓPOLIS,44
1561,4110300,PR,INAJÁ,44
1562,4110201,PR,INÁCIO MARTINS,42
1563,4110102,PR,IMBITUVA,42
1564,4110078,PR,IMBAÚ,42
1565,4110052,PR,IGUATU,45
1566,4110003,PR,IGUARAÇU,44
1567,4109906,PR,ICARAÍMA,44
1568,4109807,PR,IBIPORÃ,43
1569,4109757,PR,IBEMA,45
1570,4109708,PR,IBAITI,43
1571,4109658,PR,HONÓRIO SERPA,46
1572,4109609,PR,GUARATUBA,41
1573,4109500,PR,GUARAQUEÇABA,41
1574,4109401,PR,GUARAPUAVA,42
1575,4109302,PR,GUARANIAÇU,45
1576,4109203,PR,GUARACI,43
1577,4109104,PR,GUAPOREMA,44
1578,4109005,PR,GUAPIRAMA,43
1579,4108957,PR,GUAMIRANGA,42
1580,4108908,PR,GUAIRAÇÁ,44
1581,4108809,PR,GUAÍRA,44
1582,4108700,PR,GRANDES RIOS,43
1583,4108650,PR,GOIOXIM,42
1584,4108601,PR,GOIOERÊ,44
1585,4108551,PR,GODOY MOREIRA,43
1586,4108502,PR,GENERAL CARNEIRO,42
1587,4108452,PR,FOZ DO JORDÃO,42
1588,4108403,PR,FRANCISCO BELTRÃO,46
1589,4108320,PR,FRANCISCO ALVES,44
1590,4108304,PR,FOZ DO IGUAÇU,45
1591,4108205,PR,FORMOSA DO OESTE,44
1592,4108106,PR,FLÓRIDA,44
1593,4108007,PR,FLORESTÓPOLIS,43
1594,4107900,PR,FLORESTA,44
1595,4107850,PR,FLOR DA SERRA DO SUL,46
1596,4107801,PR,FLORAÍ,44
1597,4107751,PR,FIGUEIRA,43
1598,4107736,PR,FERNANDES PINHEIRO,42
1599,4107702,PR,FÊNIX,44
1600,4107652,PR,FAZENDA RIO GRANDE,41
1601,4107603,PR,FAXINAL,43
1602,4107553,PR,FAROL,44
1603,4107546,PR,ESPIGÃO ALTO DO IGUAÇU,46
1604,4107538,PR,ENTRE RIOS DO OESTE,45
1605,4107520,PR,ESPERANÇA NOVA,44
1606,4107504,PR,ENGENHEIRO BELTRÃO,44
1607,4107405,PR,ENÉAS MARQUES,46
1608,4107306,PR,DOUTOR CAMARGO,44
1609,4107256,PR,DOURADINA,44
1610,4107207,PR,DOIS VIZINHOS,46
1611,4107157,PR,DIAMANTE D'OESTE,45
1612,4107124,PR,DIAMANTE DO SUL,45
1613,4107108,PR,DIAMANTE DO NORTE,44
